CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Tenure Months,Monthly Charges,Total Charges,Avg Monthly Spend,Churn Score,Churn Label,Churn Value,CLTV,Customer Tenure Group,High Value Customer,Service Utilization,Churn Reason,Churn Reason Cleaned,Churn Reason Grouped,Streaming Services,Electronic Check User,Autopay User,Support Score
1493-AMTIE,1,United States,California,Ivanhoe,93235,"36.385818, -119.224243",36.385818,-119.224243,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,20.2,20.2,20.2,87,Yes,1,5394,Short Term,Yes,Few,Attitude of service provider,Attitude of service provider,Customer Service,No,0,1,0
6424-ELEYH,1,United States,California,Lebec,93243,"34.845861, -118.885163",34.845861,-118.885163,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),3,74.75,229.5,76.5,65,Yes,1,3972,Short Term,No,Few,Attitude of service provider,Attitude of service provider,Customer Service,No,0,1,0
4391-RESHN,1,United States,California,Lemon Cove,93244,"36.462671, -118.997291",36.462671,-118.997291,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,23,104.05,2470.1,107.39565217391304,93,Yes,1,5963,Medium Term,Yes,Multiple,Attitude of support person,Attitude of support person,Customer Service,Yes,0,0,2
6821-BUXUX,1,United States,California,Maricopa,93252,"34.737031, -119.460557",34.737031,-119.460557,Female,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,13,96.65,1244.5,95.73076923076923,65,Yes,1,2110,Medium Term,No,Multiple,Attitude of support person,Attitude of support person,Customer Service,Yes,1,0,1
5028-HTLJB,1,United States,California,New Cuyama,93254,"34.956577, -119.750142",34.956577,-119.750142,Male,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,20.05,20.05,20.05,91,Yes,1,3491,Short Term,No,Few,Attitude of support person,Attitude of support person,Customer Service,No,0,0,0
9801-GDWGV,1,United States,California,Onyx,93255,"35.676978, -118.101378",35.676978,-118.101378,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,39,103.45,3994.45,102.42179487179487,83,Yes,1,4811,Medium Term,No,Multiple,Attitude of service provider,Attitude of service provider,Customer Service,Yes,1,0,1
2320-JRSDE,1,United States,California,Richgrove,93261,"35.809921, -119.127437",35.809921,-119.127437,Female,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,19.9,19.9,19.9,73,Yes,1,4633,Short Term,No,Few,Attitude of service provider,Attitude of service provider,Customer Service,No,1,0,0
0601-WZHJF,1,United States,California,Shafter,93263,"35.490705, -119.286833",35.490705,-119.286833,Male,No,Yes,No,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,14,46.35,667.7,47.69285714285714,76,Yes,1,5360,Medium Term,No,Few,Attitude of service provider,Attitude of service provider,Customer Service,Yes,1,0,0
5143-WMWOG,1,United States,California,Stratford,93266,"36.175255, -119.813805",36.175255,-119.813805,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,19.95,19.95,19.95,83,Yes,1,2051,Short Term,No,Few,Attitude of support person,Attitude of support person,Customer Service,No,1,0,0
5393-RXQSZ,1,United States,California,Taft,93268,"35.184837, -119.402525",35.184837,-119.402525,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,1,79.6,79.6,79.6,98,Yes,1,2199,Short Term,No,Few,Attitude of support person,Attitude of support person,Customer Service,Yes,1,0,0
0231-LXVAP,1,United States,California,Tipton,93272,"36.047414, -119.344304",36.047414,-119.344304,Male,No,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,1,75.9,75.9,75.9,66,Yes,1,3389,Short Term,No,Few,Attitude of support person,Attitude of support person,Customer Service,No,1,0,1
9444-JTXHZ,1,United States,California,Tulare,93274,"36.185471, -119.375243",36.185471,-119.375243,Male,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,1,76.2,76.2,76.2,83,Yes,1,5973,Short Term,Yes,Few,Don't know,Don't know,Other,No,1,0,1
5510-BOIUJ,1,United States,California,Visalia,93277,"36.303793, -119.375646",36.303793,-119.375646,Male,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,19.25,19.25,19.25,80,Yes,1,5437,Short Term,Yes,Few,Attitude of service provider,Attitude of service provider,Customer Service,No,0,0,0
4471-KXAUH,1,United States,California,Woody,93287,"35.710244, -118.881679",35.710244,-118.881679,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,42,84.3,3588.4,85.43809523809524,100,Yes,1,2514,Medium Term,No,Few,Attitude of service provider,Attitude of service provider,Customer Service,No,1,0,2
7638-QVMVY,1,United States,California,Visalia,93292,"36.37559, -119.211689",36.37559,-119.211689,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,7,79.0,522.95,74.70714285714287,92,Yes,1,3735,Short Term,No,Few,Attitude of support person,Attitude of support person,Customer Service,Yes,1,0,0
3244-DCJWY,1,United States,California,Bakersfield,93312,"35.392599, -119.245341",35.392599,-119.245341,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,70.25,70.25,70.25,89,Yes,1,4133,Short Term,No,Few,Attitude of support person,Attitude of support person,Customer Service,No,1,0,0
0875-CABNR,1,United States,California,San Luis Obispo,93401,"35.233745, -120.626442",35.233745,-120.626442,Female,Yes,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),10,84.6,865.55,86.55499999999999,94,Yes,1,3320,Short Term,No,Few,Attitude of support person,Attitude of support person,Customer Service,Yes,0,1,1
7812-FZHPE,1,United States,California,Bradley,93426,"35.842889, -121.004862",35.842889,-121.004862,Female,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,17,24.1,409.9,24.11176470588235,86,Yes,1,4648,Medium Term,No,Few,Attitude of service provider,Attitude of service provider,Customer Service,No,0,0,0
4797-AXPXK,1,United States,California,Lompoc,93436,"34.601055, -120.382917",34.601055,-120.382917,Female,No,No,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,1,60.0,60.0,60.0,93,Yes,1,4531,Short Term,No,Multiple,Attitude of service provider,Attitude of service provider,Customer Service,No,1,0,2
5229-PRWKT,1,United States,California,Lompoc,93437,"34.757477, -120.550507",34.757477,-120.550507,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,8,86.55,649.65,81.20625,80,Yes,1,4193,Short Term,No,Few,Attitude of service provider,Attitude of service provider,Customer Service,Yes,1,0,0
6982-UQZLY,1,United States,California,Los Alamos,93440,"34.758699, -120.275839",34.758699,-120.275839,Female,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,20.85,20.85,20.85,97,Yes,1,3817,Short Term,No,Few,Attitude of support person,Attitude of support person,Customer Service,No,0,0,0
5057-LCOUI,1,United States,California,Nipomo,93444,"35.050345, -120.489599",35.050345,-120.489599,Female,No,No,No,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,39,50.75,2011.4,51.57435897435898,94,Yes,1,4119,Medium Term,No,Multiple,Attitude of support person,Attitude of support person,Customer Service,Yes,1,0,1
0193-ESZXP,1,United States,California,Oceano,93445,"35.059695, -120.604741",35.059695,-120.604741,Female,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),58,105.5,6205.5,106.99137931034483,100,Yes,1,5067,Long Term,No,Multiple,Attitude of support person,Attitude of support person,Customer Service,Yes,0,1,2
4369-HTUIF,1,United States,California,Pismo Beach,93449,"35.165668, -120.655842",35.165668,-120.655842,Male,Yes,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),6,85.15,503.6,83.93333333333334,90,Yes,1,5831,Short Term,Yes,Few,Attitude of service provider,Attitude of service provider,Customer Service,Yes,0,1,1
0156-FVPTA,1,United States,California,Solvang,93463,"34.624399, -120.137875",34.624399,-120.137875,Male,No,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,22,54.2,1152.7,52.39545454545455,87,Yes,1,5102,Medium Term,No,Few,Attitude of service provider,Attitude of service provider,Customer Service,No,1,0,2
1984-FCOWB,1,United States,California,Templeton,93465,"35.536115, -120.739231",35.536115,-120.739231,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,70,109.5,7674.55,109.63642857142857,100,Yes,1,4191,Long Term,No,Multiple,Attitude of service provider,Attitude of service provider,Customer Service,Yes,1,0,2
0654-HMSHN,1,United States,California,Mojave,93501,"35.097323, -118.171288",35.097323,-118.171288,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,21,104.4,2157.95,102.7595238095238,77,Yes,1,3796,Medium Term,No,Multiple,Attitude of support person,Attitude of support person,Customer Service,Yes,1,0,1
5287-QWLKY,1,United States,California,Big Pine,93513,"37.245505, -118.062943",37.245505,-118.062943,Male,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71,105.1,7548.1,106.3112676056338,66,Yes,1,5725,Long Term,Yes,Multiple,Attitude of support person,Attitude of support person,Customer Service,Yes,0,1,1
5196-SGOAK,1,United States,California,Caliente,93518,"35.358953, -118.527064",35.358953,-118.527064,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,75.7,75.7,75.7,93,Yes,1,4884,Short Term,No,Few,Attitude of support person,Attitude of support person,Customer Service,No,1,0,0
1891-UAWWU,1,United States,California,Johannesburg,93528,"35.363339, -117.637641",35.363339,-117.637641,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,20,90.8,1951.0,97.55,87,Yes,1,2312,Medium Term,No,Few,Attitude of service provider,Attitude of service provider,Customer Service,Yes,1,0,1
6108-OQZDQ,1,United States,California,Keene,93531,"35.214982, -118.59049",35.214982,-118.59049,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,97.95,384.5,96.125,72,Yes,1,2570,Short Term,No,Multiple,Attitude of service provider,Attitude of service provider,Customer Service,Yes,1,0,0
0363-QJVFX,1,United States,California,Lake Hughes,93532,"34.659579, -118.584212",34.659579,-118.584212,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),32,108.15,3432.9,107.278125,69,Yes,1,2541,Medium Term,No,Multiple,Attitude of service provider,Attitude of service provider,Customer Service,Yes,0,1,2
9840-DVNDC,1,United States,California,Lancaster,93536,"34.741406, -118.38111",34.741406,-118.38111,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),6,80.5,463.05,77.175,96,Yes,1,2181,Short Term,No,Few,Attitude of support person,Attitude of support person,Customer Service,Yes,0,1,0
3096-JRDSO,1,United States,California,Lone Pine,93545,"36.590415, -118.073839",36.590415,-118.073839,Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),27,104.3,2867.75,106.21296296296296,75,Yes,1,3444,Medium Term,No,Multiple,Attitude of support person,Attitude of support person,Customer Service,Yes,0,1,2
8042-JVNFH,1,United States,California,Olancha,93549,"36.296851, -117.865469",36.296851,-117.865469,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,71.35,71.35,71.35,92,Yes,1,5730,Short Term,Yes,Few,Attitude of support person,Attitude of support person,Customer Service,No,0,0,0
3374-LXDEV,1,United States,California,Pearblossom,93553,"34.445239, -117.894868",34.445239,-117.894868,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,13,89.4,1132.35,87.10384615384615,75,Yes,1,2226,Medium Term,No,Multiple,Attitude of service provider,Attitude of service provider,Customer Service,No,1,0,2
5049-GLYVG,1,United States,California,Badger,93603,"36.64545, -118.924982",36.64545,-118.924982,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,20.6,20.6,20.6,90,Yes,1,3618,Short Term,No,Few,Attitude of service provider,Attitude of service provider,Customer Service,No,0,0,0
5883-GTGVD,1,United States,California,Biola,93606,"36.798882, -120.019511",36.798882,-120.019511,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,19,99.95,1931.75,101.67105263157895,76,Yes,1,3670,Medium Term,No,Multiple,Attitude of service provider,Attitude of service provider,Customer Service,Yes,1,0,0
4817-QRJSX,1,United States,California,Clovis,93612,"36.814539, -119.711868",36.814539,-119.711868,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),10,81.0,818.05,81.80499999999999,95,Yes,1,2946,Short Term,No,Few,Attitude of support person,Attitude of support person,Customer Service,No,0,1,0
2398-YPMUR,1,United States,California,Dinuba,93618,"36.523619, -119.386868",36.523619,-119.386868,Female,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,13,70.15,916.75,70.51923076923077,85,Yes,1,5101,Medium Term,No,Few,Don't know,Don't know,Other,No,1,0,0
9985-MWVIX,1,United States,California,Hume,93628,"36.807595, -118.901544",36.807595,-118.901544,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,70.15,70.15,70.15,97,Yes,1,5773,Short Term,Yes,Few,Attitude of support person,Attitude of support person,Customer Service,No,0,0,0
1265-XTECC,1,United States,California,Madera,93638,"37.004068, -119.930027",37.004068,-119.930027,Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),68,96.55,6581.9,96.79264705882352,86,Yes,1,5957,Long Term,Yes,Multiple,Attitude of service provider,Attitude of service provider,Customer Service,Yes,0,1,1
2237-ZFSMY,1,United States,California,Riverdale,93656,"36.452211, -119.94575",36.452211,-119.94575,Female,No,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,39,95.55,3692.85,94.68846153846154,73,Yes,1,2767,Medium Term,No,Multiple,Attitude of service provider,Attitude of service provider,Customer Service,Yes,1,0,3
4871-JTKJF,1,United States,California,Selma,93662,"36.545322, -119.642281",36.545322,-119.642281,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.65,69.65,69.65,82,Yes,1,4741,Short Term,No,Few,Attitude of service provider,Attitude of service provider,Customer Service,No,1,0,0
1415-YFWLT,1,United States,California,Shaver Lake,93664,"37.223, -119.001021",37.223,-119.001021,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,89.3,89.3,89.3,85,Yes,1,3067,Short Term,No,Few,Attitude of support person,Attitude of support person,Customer Service,Yes,1,0,0
6711-VTNRE,1,United States,California,Tranquillity,93668,"36.635661, -120.288644",36.635661,-120.288644,Female,No,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,36,87.55,3078.1,85.50277777777778,92,Yes,1,2558,Medium Term,No,Multiple,Attitude of support person,Attitude of support person,Customer Service,Yes,1,0,2
3500-RMZLT,1,United States,California,Fresno,93702,"36.739385, -119.753649",36.739385,-119.753649,Female,Yes,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,15,96.3,1426.75,95.11666666666666,72,Yes,1,2933,Medium Term,No,Multiple,Attitude of support person,Attitude of support person,Customer Service,Yes,0,0,3
4548-SDBKE,1,United States,California,Fresno,93711,"36.833002, -119.82947",36.833002,-119.82947,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,5,85.2,474.8,94.96000000000001,87,Yes,1,4109,Short Term,No,Few,Attitude of service provider,Attitude of service provider,Customer Service,Yes,1,0,0
8066-POXGX,1,United States,California,Fresno,93720,"36.878709, -119.7645",36.878709,-119.7645,Female,No,No,No,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,13,35.1,446.1,34.315384615384616,79,Yes,1,3104,Medium Term,No,Few,Attitude of service provider,Attitude of service provider,Customer Service,Yes,1,0,0
4143-OOBWZ,1,United States,California,Fresno,93726,"36.793601, -119.761131",36.793601,-119.761131,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,5,81.3,416.3,83.26,100,Yes,1,3819,Short Term,No,Few,Attitude of service provider,Attitude of service provider,Customer Service,No,1,0,0
7854-EKTJL,1,United States,California,Salinas,93901,"36.64152, -121.622188",36.64152,-121.622188,Female,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,19.6,35.85,17.925,66,Yes,1,2843,Short Term,No,Few,Attitude of support person,Attitude of support person,Customer Service,No,1,0,0
9102-IAYHT,1,United States,California,Salinas,93908,"36.624338, -121.615669",36.624338,-121.615669,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,17,85.45,1451.6,85.38823529411764,94,Yes,1,3670,Medium Term,No,Few,Attitude of support person,Attitude of support person,Customer Service,Yes,1,0,0
3422-LYEPQ,1,United States,California,Carmel By The Sea,93921,"36.554618, -121.922239",36.554618,-121.922239,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,71.0,71.0,71.0,89,Yes,1,4207,Short Term,No,Few,Attitude of support person,Attitude of support person,Customer Service,No,1,0,0
2642-DTVCO,1,United States,California,Chualar,93925,"36.596271, -121.442274",36.596271,-121.442274,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,9,85.05,746.5,82.94444444444444,74,Yes,1,5095,Short Term,No,Few,Attitude of service provider,Attitude of service provider,Customer Service,Yes,1,0,0
4361-JEIVL,1,United States,California,Greenfield,93927,"36.248708, -121.386617",36.248708,-121.386617,Male,No,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,44.4,44.4,44.4,82,Yes,1,4067,Short Term,No,Few,Attitude of service provider,Attitude of service provider,Customer Service,No,1,0,0
1363-TXLSL,1,United States,California,San Lucas,93954,"36.125529, -120.864443",36.125529,-120.864443,Male,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,70.3,70.3,70.3,100,Yes,1,4962,Short Term,No,Few,Attitude of service provider,Attitude of service provider,Customer Service,No,1,0,0
9507-EXLTT,1,United States,California,Seaside,93955,"36.625114, -121.823565",36.625114,-121.823565,Female,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1,79.35,79.35,79.35,77,Yes,1,3492,Short Term,No,Few,Attitude of support person,Attitude of support person,Customer Service,Yes,0,1,0
9846-GKXAS,1,United States,California,Burlingame,94010,"37.57028, -122.365778",37.57028,-122.365778,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),9,90.8,809.75,89.97222222222223,70,Yes,1,2578,Short Term,No,Few,Attitude of support person,Attitude of support person,Customer Service,Yes,0,1,0
6017-PPLPX,1,United States,California,Daly City,94014,"37.691561, -122.445202",37.691561,-122.445202,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20,70.45,1470.95,73.5475,87,Yes,1,4773,Medium Term,No,Few,Attitude of support person,Attitude of support person,Customer Service,No,1,0,0
7136-RVDTZ,1,United States,California,Portola Valley,94028,"37.369709, -122.215844",37.369709,-122.215844,Male,Yes,No,No,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,70,45.25,3264.45,46.635,97,Yes,1,5824,Long Term,Yes,Few,Attitude of service provider,Attitude of service provider,Customer Service,Yes,1,0,0
4581-SSPWD,1,United States,California,Mountain View,94040,"37.380662, -122.086022",37.380662,-122.086022,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3,75.8,246.3,82.10000000000001,93,Yes,1,5475,Short Term,Yes,Few,Attitude of service provider,Attitude of service provider,Customer Service,No,1,0,0
6927-WTFIV,1,United States,California,Redwood City,94061,"37.461251, -122.235414",37.461251,-122.235414,Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20,71.3,1389.2,69.46000000000001,98,Yes,1,3684,Medium Term,No,Few,Attitude of service provider,Attitude of service provider,Customer Service,No,0,1,0
3398-ZOUAA,1,United States,California,Redwood City,94063,"37.499411, -122.196318",37.499411,-122.196318,Male,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21,69.1,1474.75,70.22619047619048,67,Yes,1,3853,Medium Term,No,Few,Attitude of support person,Attitude of support person,Customer Service,No,1,0,0
0378-NHQXU,1,United States,California,South San Francisco,94080,"37.654436, -122.426468",37.654436,-122.426468,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,17,88.25,1460.65,85.92058823529412,68,Yes,1,4041,Medium Term,No,Few,Deceased,Deceased,Other,Yes,1,0,1
4512-ZUIYL,1,United States,California,Sunnyvale,94089,"37.421633, -122.009613",37.421633,-122.009613,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),2,70.0,153.05,76.525,81,Yes,1,2928,Short Term,No,Few,Moved,Moved,Other,No,0,1,0
7969-AULMZ,1,United States,California,San Francisco,94104,"37.791222, -122.402241",37.791222,-122.402241,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,21,97.35,2119.5,100.92857142857143,89,Yes,1,4321,Medium Term,No,Few,Moved,Moved,Other,Yes,1,0,0
0568-ONFPC,1,United States,California,San Francisco,94112,"37.720498, -122.443119",37.720498,-122.443119,Male,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),5,25.9,135.0,27.0,83,Yes,1,2102,Short Term,No,Few,Moved,Moved,Other,No,0,1,0
0733-VUNUW,1,United States,California,San Francisco,94114,"37.758085, -122.434801",37.758085,-122.434801,Male,No,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24,55.65,1400.55,58.356249999999996,97,Yes,1,4126,Medium Term,No,Few,Competitor had better devices,Competitor had better devices,Competition,No,0,1,1
4550-EVXNY,1,United States,California,San Francisco,94115,"37.786031, -122.437301",37.786031,-122.437301,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.65,69.65,69.65,77,Yes,1,2418,Short Term,No,Few,Competitor offered higher download speeds,Competitor offered higher download speeds,Competition,No,1,0,0
2968-SSGAA,1,United States,California,San Francisco,94117,"37.770533, -122.445121",37.770533,-122.445121,Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,10,100.6,1060.2,106.02000000000001,77,Yes,1,4001,Short Term,No,Multiple,Competitor offered more data,Competitor offered more data,Competition,Yes,1,0,1
4844-JJWUY,1,United States,California,San Francisco,94121,"37.776718, -122.495781",37.776718,-122.495781,Female,Yes,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,86.0,86.0,86.0,82,Yes,1,5359,Short Term,No,Few,Competitor made better offer,Competitor made better offer,Competition,Yes,1,0,0
6777-TGHTM,1,United States,California,San Francisco,94122,"37.760412, -122.484966",37.760412,-122.484966,Female,No,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),53,106.95,5785.5,109.16037735849056,90,Yes,1,5550,Long Term,Yes,Multiple,Competitor had better devices,Competitor had better devices,Competition,Yes,0,1,2
3538-WZPHD,1,United States,California,San Francisco,94127,"37.736535, -122.45732",37.736535,-122.45732,Male,No,No,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,3,29.6,79.45,26.483333333333334,76,Yes,1,2734,Short Term,No,Few,Competitor had better devices,Competitor had better devices,Competition,No,1,0,0
4785-QRJHC,1,United States,California,San Francisco,94132,"37.722302, -122.491129",37.722302,-122.491129,Male,Yes,Yes,No,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),46,59.9,2816.65,61.231521739130436,80,Yes,1,4011,Medium Term,No,Multiple,Competitor offered higher download speeds,Competitor offered higher download speeds,Competition,Yes,0,1,2
8610-WFCJF,1,United States,California,Palo Alto,94303,"37.45809, -122.115398",37.45809,-122.115398,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49,95.6,4783.5,97.62244897959184,69,Yes,1,5732,Long Term,Yes,Few,Competitor offered higher download speeds,Competitor offered higher download speeds,Competition,Yes,1,0,0
4905-JEFDW,1,United States,California,Palo Alto,94306,"37.416159, -122.131337",37.416159,-122.131337,Male,No,No,No,No,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,11,41.6,470.6,42.78181818181818,81,Yes,1,3119,Short Term,No,Few,Competitor offered higher download speeds,Competitor offered higher download speeds,Competition,Yes,1,0,1
7881-INRLC,1,United States,California,San Mateo,94403,"37.538309, -122.305109",37.538309,-122.305109,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),45,100.85,4740.0,105.33333333333333,70,Yes,1,4898,Medium Term,No,Multiple,Competitor offered more data,Competitor offered more data,Competition,Yes,0,1,0
0117-LFRMW,1,United States,California,Angwin,94508,"38.542448, -122.419923",38.542448,-122.419923,Male,No,Yes,Yes,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),37,40.2,1448.8,39.15675675675676,80,Yes,1,3627,Medium Term,No,Multiple,Competitor offered more data,Competitor offered more data,Competition,No,0,1,2
